alias,channels_closed
3p1t0m3,0
01.TIS.DTI.Thailand,5
0205fe16bb484fdda403,3
lnnode,3248
50715,11
RecklessBruce,3491
|Revol Yssup|- [nodl],292
Quinnode2,70
YOLO,0
cMacr0,729
Major Arcana,1075
jerdub1993,1608
schiffgold.com,25
GalactusLee,495
Aare Bank,9375
bitnaude,447
unnaceptable_lobster,446
Monetary Mettle,3275
allyourbankarebelongtous,9742
Unvaccinated Delta Dick,31
Polodd,142
02406379f06d25aa9e1f,99
DRUNKENPOTATO,3
LND-infinity,0
02deaf75f6b218f6f3ec,4
SATStackerLife,10
0248fa5318d415e5f5ee,132
BleskomatDecentruck,4840
SwapNGO,328
0229997857e7077adc75,8
OrangeOne,623
SLEEPYBAGEL,81
03cd272c4269da36a37e,0
03c081daf6a4f81e716a,0
miPitcoin,70
GoldenHammer,1266
03553208485df6b02fee,46
onthebrink,142
02ad7bffe0453124f5ad,207
02995308453cd512e69d,1266
0379d4b4f3828c28be09,327
rapid transit,22
Thrash.at,15164
I Love Poker,1750
BTAsats,59
Astro_Chookity,3
026a0ccc1e8f30682704,724
winston,932
pevelenode,1539
03fcbf8882749b4a6220,215
3c9,1470
noxi_node,814
SuperGoodRoutingNode,1150
BatteryBoy,0
offramp.africa,0
Gridley,88
arbitrary.node,153
teebs,474
028c2c78d6294d4f775d,443
Elwar,231
MoneyRouterGoBrrr,424
Zion_Morpheus_2,2838
Milliways EU,3920
Konekettu_raspibolt,1359
03d837487004136d09b5,57
0313089d09c2abb748e1,147
02a6f7fae83ac77749f8,18
0261ec0a3b6e2fd51015,81
02d8a7ef63739a7d90c4,12
EgulEgul,13
0299debe16d77495c267,5
034627902b0b70469915,3
02d3366059edde4179fc,1811
039a6b6647e3d125574d,302
OutaSpace 🚀,1412
MedusMedia-Pi,4
hostel,6
PrinzValium2,2488
BLUESTAR,775
FaucetCollector.com,2563
022547f1a0439810dd83,515
02502a70b9c42b56322e,241
03887fb03e24c4f0e5b4,5
022eedc8acac04e78faa,84
TheCryptoCurrencySpace.com,31
fehu-01,1626
dude-network,187
028cda817e7b0963cb38,255
CRANKZ,100
raspiblitz-1,3
03b7f0cd872cec07d48b,884
tom,0
Rusty'sCasaNode,0
Zap Technologies,3258
boiledpleb,569
BitDouble.io,79
WCC-BOUNCER,17883
raysko001,6149
DonaldDuck,8399
RingofKafrene,1657
03c17243641009b18bf4,856
ultrapro,12
FollowYourDreams,1980
kazemat,12
SatsFactory,4358
SLAYYOURHEROS,5
Freakshow,1179
03f3aef7d966d88b2286,5
0372d4838addfaffd6bd,120
WiesenhangCL,1140
AcrossFIRE,4869
0237d2ade6345fa524a8,1451
0206dc51d32bf88b7b3a,5
GreenDadNode,137
vanozi,0
meaningless.info,2297
teilcorner,179
03a6baa3e87186d9b6a6,1690
Circularity,5840
0218add30d49f1253f9d,3
WOBBLYKNEES_III,1763
OMGFIN Lightning Bitcoin,619
0236735c6685f13fac6c,0
Bebis'_Sponsorship 👶⚡,413
HiCommerce,150
034eb940158a9511f77a,3
02561f6f6f0d3a833691,15
02ee101be22a097eb658,792
raijin,31
0393ca15d9437b8a366b,5
BIMbeamNGUnode,1320
cointreau,3
DerJagger,14
030d60e08f418262cd2a,3
The Captain [Coincept.com],19913
02ff42eb86871c5929c9,18
038266219e7fe5db63bb,557
satsicu,727
SWISS.SOVEREIGN,6151
03aa16cd4e90af61b6f4,6
LNCrete,3525
john.zweng.at,757
034a5f4051db626a3329,3
03a0ec9f2148b8bf5386,105
026706d87895ca899662,34
Zenzeo,3
03dc84f5ead87c789f52,3
kakoii,3
SnedNode,6156
036fd2365de8397474e1,483
gorgon_stare,541
swissless,1027
Bitcoin Lightning Networkman,16621
⚡️ancap⚡️,3
033d259da49e142cf419,22
037949f6682e817734f8,0
02442daab8294f13b8fe,0
BATZN,1424
keinerhierkeinerda,5310
023858615a8deb924b46,20
ComptoirBrunet,1319
WOWZAA,163
03572915da51f3552cd7,591
Toximalist,3
02d4e914740b6e4e6cb5,56
SHORT TSLA,1458
027b405134210d0d051c,24
RaspiPraxis,2434
LNDIRKSON,777
OspreyLN,1193
02b70b805ee7419b63f9,17
cryptobear,489
Strangelove,6423
William Satsbless,2591
mynodebtc.com [Flat6],986
NavBlue,3466
Silberfuchs,208
0299b2b519a35a72fd73,612
HuckleNode,4201
02c4ec507f1351042b6a,16
02798699a0e4ad24560c,171
GalvaniObst,1655
02d249c1535670475bd8,27
ServoAdPacemDeducereZeroBaseFee,4124
johnnyhonda,21
03ecec065d9a286f3ea0,18
Gastal212,11
034e7f7a336a8cad5456,568
02bc163756afdd01ac61,5
03d845ba1882ecab3d71,22
031894a3aa535712912f,957
biggypop,110
03b2c579d4e971374c5b,20
priceoftomorrow,2837
Bittanker,2523
FishBootsYoYoReborn,687
Freiheit140,128
O1G,307
03cb50cca4ed31515a9b,29
HODLBarbarian,883
SonsOfAnarchy,251
034af4ed66b26e7495ec,5
029ead2105d1c79233fa,3
Viking⚡Node,39
03339a8dca2023a3e2a7,92
CaptainChaos,783
26thStreetNode,33
Nordiclight,9496
coinhodler04108,14230
nodl-lnd-s002-003,26
bravenewworld,18493
CypherPoet,3804
Space_Mouse,1517
Noderunner [NODL ONE],3
Amadeus,27
RodiusCaesar,308
GermanLNDhub,8221
ATAKAMA,29
bcashlol,3837
BitcoinAndPodcast,1403
03ad5d04d6be33a61229,9
02b80cabdf82638aac86,805
ShortNon,711
Thor,0
Takeshi,81
NodeAusgang,944
032aee459fdf80473bb3,3
eclips.lnd,1824
Argonalyst,5
022c0516727593895363,40
03c88895eeae497ef75b,124
@hodlonaut@,429
Crystamped,5046
0343a2fcbd6af72b5e43,3
BLITZSV,1180
035168ec3e3ca68ba068,3
Adam_BTC_ubox,0
037a60bf32ce66822b0b,3
BTC_Flash,669
Zireael🦅 [Main],6263
bshblitz,188
Commissario Morino,838
029bc3fa74e8d1be36ee,0
nodl-4c0c316c6240e05b41e4a440,48
JohnOnChain,5017
SatsMagnetic,4135
GloBee.com,12772
zion-29eed47e-m,3
mmglTweeter,15
02f0d15e7809f574c69f,0
KACHOW,1031
1b812493-m,0
0213b8d04ed25fb7c9ad,1198
hub19-lnd-gar-nodl-it,646
MANIVESTO,681
mordor[NodeNor],326
bmancini,600
0226a8c48225ba36f4e5,564
Crouton,19
WestCoastReckless,4366
lightning-node.de,21
MCRNDonnager,1187
NCC-1701,101
ln.w3n.org,536
+wildsnow,9
OldenburGER2,2770
NoMaaM,103
Ang Sinah,9924
mittNodeBit,606
Pretz,3650
GNode,10
02bce5d05690d07b3ba6,7
bblocker21,1536
BTCisMaster,5
MynodeJck,2025
EriBlitz,21
03c427b8084a6d6eff87,34
02af869d13b4aa3132af,4
03c80be3937717b502e6,2065
03d465309d7f3734fea6,34
UnderTable,7
Magenta,37
start9-0xfbb7579e0fca4e91,22
start9-0xc4f3e9da4597dd38,4
goodtimes,577
BTCPay,26
CakeX-2,4
02b098573048b88f2a33,4
De Cheff,48
GoldMan Sats,890
02e02d1e391733f2bd7e,5
⚡ Boating Accident ⚡,1492
endera-lnd,83
02c99e0cba7685beab99,5
nodl-lnd-s002-011,15
029ce442dffa61dd8296,6
SpinningArchitect,519
Aquanode,578
Fountain.fm,17
StackMFSats,143
03968bfc0f24a2281f2a,17
jurlightningnode,660
router,482
0342624de326dc6c28f0,654
02ef415249d534710b36,7
Diesel,7140
Duckpond,3
BambergCityNode5,2554
coinboy,677
0347ee31dd03e5d28ff5,98
BTCNodeLN,3
Freiheit02,22
02199316fbced0b01d2f,29
420-NODE,417
FuckTheMaskOrder,6770
Casimir,3
0303ccc8cd4d1d1b9c2f,10
NorthernLightning,416
Chivo_Chan,8236
MAGR,24
albis,35
⚡SpargeloftheYear⚡,0
Raphalight,0
020ef2c88ec9aa3a5b79,46
02c892b21a776c95b91f,223
ODDTOLL,3
Machine Elf Liquidity,5571
PLEBNET.org⚡VTWOLF,649
Ln_PRINTS,1420
Venturi,40
0378613c1476dd1b3fa0,0
ubud,9276
UnnamedLightningNode,1173
02eaa3e7036ca1c91f36,0
YourMomsNode,4
Zygote,46
Pretty Hate Machine,1952
33-gang-node,1418
036eab2d4bb8be0cba97,3
038e3f7d83101ef6a66e,1342
PORTUGAL CARALHO!!!,3
Bank of Maxino,83
DAVID,781
moonbaby,526
022fe18b687c6ad723bc,4161
036160362446993cc3b7,38
Monte Cristoz,12
Andromeda,5
Birch Creek Farms,24
@LightningTipBot,8304
wavehead_,395
03cc1d0932bb99b0697f,3085
TheNode,0
DegenHodlr,131
038fed639d43b40621da,2586
LudaChris,661
libre.sv,2481
031b72b9b6b3c676b8f4,163
031b5df25a577e7edf91,3
BitcoinBeachBR - Natal,967
DevNullOpsNet,5236
qnode,32
038e8396a8ad339224c7,7
03f9e560c14ee32baa4e,397
020e923a448074a7c56c,311
Ragos Lightning,685
TomBlitz,2097
HYPHA,3
lightningspin.com,4
Jinx,174
ARUBlitz02,105
Oakland,565
WanderingSky,310
Satoshi Bank,11
BitcoinLightning.Network,502
BTCananda,104
lightningnode.io,17
03318d01b8f87191be2c,3
HashQuark07,0
020003b9499a97c8dfbb,1022
layingpipe.io,1710
MachEagle,5779
HIGH-WAY.ME,0
02fb88c40ccb17022db4,12
farscapian.com,3
027570047c5cb88292f3,3
HyperBitcoinization,5494
OsloLND,2169
cryptic,174
hype,26
AmericanLN,43
iCryptonian,3
lnodeatrhl001,25
0275f4adf65f1450935f,5
nodeforge,2415
03ad5562c0c8e6a49e2e,17
sidewaysram,323
03cb973f63a491cab25b,6
VVVVV,1605
HOPPINGYARD,29
JibbletCity,3511
ln.zone receiveing pay solution,2761
blackriver,4124
DarkLordLightning,274
demogorgon,23
GGK,12
0387580e651d311eb7fc,0
Cyborg_888,1714
downpour,123
Gresham's.Law,1858
stratisplatform.com,25
LightningAustralia,2632
03cc3e9e083ebbdca69c,858
02172905b960249722e9,11
BaileyLightning,1618
02092060066dae07ff97,74
LENINGRAD[LND],7513
3fd42b,3
03c61a2b4ee4bee4dd8c,201
QUNIX,9
The Little Cube,21
DarthMaximalist,11
cypherperro,415
03cf316ebcf73d9fff7b,0
03afb9fa9d00e9717b17,604
LN-tiny,617
Pi4Blitz,8
BreadBoltz,8
FreedomGR,1113
fhlnode,18
BitMari,0
Singularity,714
03928aac1c3d3926bba8,40
03d9dd7d70829542f0eb,15
03fc13c8e053b9ce6502,5
Eldorado,0
reckless.thesherpa.io,14
thunderdragon-node01,577
Satoshi Radio Lightning Node 2,7773
Tomato Cultivator,1898
03a1a2cc68e78e5589c1,72
03a544a8e0b93d291151,27
Chuck3CZ,168
ecoinstore2,17
m1ck4y,1926
TachyA1,14
nodestradamus,3093
Sirius,1878
new0143real,0
02c9e2a652a5ee40936b,5
mykroblitz1,13
03812a4413f9c3132931,63
027423dd3d47a314e589,41
USDtrendingtoZEROvsBTC,1454
03e932ade6ed7a977c4f,2062
GunnyBTC [myNode],158
steropes,6541
02c88027431ee0d7c860,4937
TYLERDURDEN,2207
9ft_wave,3
DoubleBirdBTC,1306
BrunswickGanadoTutuilla,2628
035803ce10a06542566e,31
bob,0
026ab669fa9be9451322,418
PrettyGood,14
SatoshisTeam,15
02ace93873b777e9b40a,294
Microsatoshi Minting Group,12076
038f5936364bd6cd5bfc,6
Fimbul,1776
BitUwe,78
UltraLND,6
Vega Missyl 🚀,3351
02f177fd6b8c255ce6ae,3
IrelandBTC,7745
Halcyon,54
free-nodl [LND],3
03cf4d38bf50abea4d3c,644
031d452ca16f17d48428,6
03d55dcaf5634cd889a0,3098
mas,344
0350cb8b4311854fb51c,88
ShortTheBanks,2040
lndh4xx0r,5
oliht,134
Pergamon,19
025d00c38fa63b24e4d2,21
038fbe52aaa975a7eb78,1288
cloud9,39
034dd74257c79464030c,1175
Theery,2425
030a96f205d3efa8d3c6,31
029d287e25680d38a5e1,5
SpecialK,284
02d966289c7fd266a3d7,6
Zand,1125
026eb86b126bf516df80,17
MoonHodler,1497
GEEG-LND,0
WhiteLightning,3
033d5e1bd9b26df7e1a9,3
NiDieuNiMaitre,541
025f3a905fcfd5c3656f,694
028d606259b4b2abe35e,487
02e52f7d48d8acb9097e,125
Cadmium Orange,15
PANDALN2,1700
falsefaucet,492
02f13323c9ca513be6e6,48
Mia,8
Allistair,5
notable-donor,1338
03cf1bd4ed2c3ea9e602,3
BitcoinSummer,3
02ea37139c70d0e5cdb5,1496
021510a91de9097b76b2,15
kno,18
the beer channel (nodl),2046
Fold,17481
Golem,538
btc21.org,364
RpNode,3
Tiger,4
ln1.bitcoin.bg,7718
03b466d5977fb9524cb4,6
ln.relampago,268
Evo,727
chicagobtc,52
SugarLightning,827
035fd7234f544105ffd1,10
LombardiaOnline,249
InnsbruckerCryptoSchutz,223
Saberjohn,959
manchesterthunder,3
Azathoth,0
Plan-B,22
NetCents,64
nodl-3ec576bd658b5c7c1c57c1ef,137
CompuGlobalHyperMegaNet,508
034e7916990211861cfd,1602
⚡satstacker⚡,11790
pedroLND,16916
SatoshiIsProudOfUs,6296
BTCGumball,9
reigningtrout,3640
035fc1f06b55b448eb9f,343
nodl-lnd-s008-031,114
03f9b4a45eb8fe088bba,28
gottalight,22
powertothepeople,17
itemize,56
lmdwave,5
NopzLabs,3
Bender,3486
deeP+,1466
HonkHonk-Legal-defence-fund-NC,1824
solr1,1656
BitcoinForTheSheeple,461
FAKE_NEWS,1288
03fee4182d55ac99e8fe,3
Basilisk,684
hartbit1,636
morselnode,3
038db505c1e264943ade,0
Frankenstein,75
2741e32105-sphinx,0
McCrea's,582
03482e141393708721c0,957
Satoshis.com.br,1102
QuickieCoin,695
Leetning.com #1 SWE,626
CJVZ,225
02a6051d051366b4fd8d,392
02b6b457fd38c4f53948,3
CoinGate,44966
036a90b7309e298c6da1,23
⚡18⚡,10
lacasadepapel,7280
029d50f70d3b5449954e,3
Nicey Nicey,2777
03ba2287d094bb27bdd4,18
KobeUS,9454
satoshi-doz,5
PatBoy,1705
North End Node Co,1172
El Barto,604
nodl-663c60acbf1d92afef5dfed5,0
033b8f57b7e00d644d79,238
02efb8fa2ce5d19fab2d,6
96ad25739eef,0
r15taNode,17
mjolnir,7973
nexthop,5
ElSalvadorPayments,8678
Hoeppi,47
033ce92811e29b3b5ec3,38
HODLmeTight,11860
WEIRDMOON,4
coindivvy.org,577
03317d65d32db57b0068,10
Apocryphal,7444
Stef,92
03480a33e899046b6b91,0
02163e6ad625bcf9fd1f,0
0326d9814b3dd7ee0e3d,34
LowFeeRouter,6529
KnowledgeIsPower,1740
03ede271bd0c0bb3a42b,0
02f45e862a186eb15575,0
NewHope,623
Bitcoin Association of Hong Kong,3504
03cc3bf1e3eca891c2cb,5
02a9e2a5dd67a016ae46,20
OpenSats,99
PEEVEDWHISPER,7
solvo,19
MrDawesSr,845
LindyEffect,850
etleneum.com,8008
NanooNanoo,476
AlecksGates,649
DaFreibier,586
Dragsugg,5099
lndwr0.zaphq.io,143
035e306b2b4f03bae825,41
LightningBavaria,570
cyberhub,9975
CryptoSG ⚡,3
Toxic Turnips,7
Fireguard,44
BTCPay BillPay,22
Brandon's Node,1121
SouthBeach,7
029798bc76a3f416d8d2,96
assario,1196
JAIRUNET,4372
alefuh,12
03d0fa181078c9aa62d6,1723
03b7c661f965105e9e82,3
02607f67bbb2859dd407,6
wolfnode01,1058
02ce6da5bdb562e0e33c,1354
LNDcras,0
VIVA La Lightning,7958
Reckless Degenerate,924
the3rd,7504
yokr71,3
Fairhaven,1573
030ec18131e77085b4c6,29
039fe5f675c81fc1a79f,59
0265e8e968050f8ab150,0
LND01Dallas,4523
lightning-pay.eu,461
sanakan,0
Dread-Clightning-Node,3
02ced004ff6087f26d7e,39
LightningNautus,7883
nodl-lnd-s010-029,67
03e4506defadd9528701,18
chainbytes,48
TrustfulNode�,331
badger,5
0319a1f9ca4f53fe52ad,445
029f234082c7d83c08d0,3
03fb89a0d7142dfb54fe,772
0271368b5e827d83676c,499
hobbes,25
02f3ad9c864ecf261535,0
PeerName.com,18190
DIL6000,5
DigitalWampum,3349
03ef662f0906a5e844a9,168
VANDELAYS REMOTE LOCAL,1263
BillyGarrison,384
Highlands,2729
Sphinxtagram,2321
020a6c5f2258823f6dab,13
020284ccf92bfded620d,34
LNBIG.com [lnd-41],19474
LND_FZRwin,19
⚡LightThisNow⚡,7685
03803829ac1629e4de9c,1268
034202e111fcb5412a1d,10
MaltaMedic,19
AM88,25
zlnd8,4
nodl-lnd-s007-049,33
shop.nodl.it,851
RGualba,5
03cb8b6340c44b302858,7
Kuta,1066
appvise,527
03ed58761d7e8e8a9d8e,0
036aa34bccafe7ba8cf6,3
026e6215d95fa7ef9c3d,2448
02cfa0bd821c52c61fa8,2347
btcpi,18
021b26bbac1aa1fbeb92,855
wutal87,2781
LightningRaven,41
BohemianRhapsody,18436
031afbb46bbb7c362165,12
sphinxrouting-fceb9955a9,14771
0243a06aa25a90e8258b,32
btc.lnetwork.tokyo,9
0266567a605c868bbc9f,0
0376be2d7edacd41f4a8,29
03728ee64b5e66145921,0
02516662e275efa87453,126
lightning_powa,0
02720f5ba9555c63a485,14
HacheFromKrater⚡🌋,1017
03358155ad6bbaf61a9e,3
0250dd2909456bad0ba9,3
BitSociety,9298
RockTheNode [mynode],1439
SpiraLN,161
0258771538e3bf6e5559,6
wicklnd,0
PLEBNET.org-UK,3241
awon_NUC_lnd,1128
GGKcn,1578
03b4ca43ac735e1e4741,5
VIOLENTTRAWL,394
IloveBeer,216
its.me,9
sattva,672
QuantX,909
glyndwr,2027
02dd5baf59e07668b61a,43
039979271d35dd66cebd,8
node.cryptoassets.co.za,6
D76eauit,733
bipa,7300
0208526d5c30ba296772,621
Firebirdcoin671,135
Mr3ztime,3376
ZenGarden,33
NEO,7
dbnk,2062
Variable,539
dnilabs,678
premek,3
node1,207
Silk Node 🐪,7697
02f2b70ea2eb118e8136,3
03617b261e9e2f79a488,624
Moket ₿,4
FURRYRULEZ,532
buckeyelightning,3653
030f6eccfffaee87ffcc,9
024d6b50b022582dd540,42
027df32997c372393831,1907
EVANGELION,3
fedbuster 420,3597
node2263,13
sats.gg,8
BitMEXResearch,13284
DeBitcoinShow,2481
02c85a51e7a854bc5d97,900
John Galt,7105
031e31999be50e925492,3
025a78889038b07b1a1b,122
openhoofd,3117
030a853ccac22df788a6,5
0321e789f09527e1301e,9
exactlight,229
BitcoinMagazineNL,815
desigeek,9
Rudy1993,0
03bc0749c4d43b22c91f,6
salamanderLND,0
@glennhodl,4727
0215f74ae0d6993d2b49,1024
LNBIG.com [lnd-43],20684
LightningIsFreedom,4029
⚡ Routing Node 1 ⚡,0
Defund the Federal Government,27
cryptocu_limited_n2,0
kravens.nl,2005
03ef07cdef600d615d01,7
Inazuman,214
0379186fb1414b0afa2d,4
ZEYACRY,1047
MuttleyNakamoto,6
bayfamily,5
0271a94ac13f480aa58e,551
03074a8b53f02246ea06,22
0227db7b2ce38af56a71,9
misi,5
02226715635be023048e,26
Lightning_Good,4931
www.lightningcentral.com,2835
bobot,341
Gamma,6
Nodillo,682
BrizNode,707
QUICKENING,1481
BEHODL,4297
020e892891aa7ae09526,6
⚡️KYCJELLY ⚡,2924
02045f289f0de16b275e,1100
ThePharmacist,241
LQwD-France,5069
arrowdrive,1324
I420II,79
DaVinci,5
Bloodbeat,3202
021dd7c44c462dd9f2f5,93
020f8676a541582dbfb1,366
0277f020f80175294519,15
ZigZag,6844
FortyTwo,167
blackgold,3685
03fd4212e6cb4f35b002,856
GoldexOne,26
0338f68c6704cfea0d18,469
UmbrelGuy369,20519
CDAbitcoin,4093
0333a91776bce2a9ab20,106
BitStake,6
0240ea5721c5073ce264,13
024355035d9df9865d2d,8
pablof7z,408
JohnyBravo,301
bictoincat,635
025faee1ec5540e5c92e,29
YaDraChiStyIzumRud,3649
BitDice.me Provably Fair Casino,5486
YIRMIBIR,3488
03891648c76c208a93c5,294
Freedom,3
WoketotheTruth,3
02c130a28965237ed093,266
RAM₿O,17
03312fbd930e1902c3ed,438
CRUISETOMTROL,1388
QUBIT,10
02321d9a3b2301b0a3ab,2794
038131de2c370252371a,532
bertoNode,6
03d68e20a6ac2cd0d43d,9
02ea8c67514c717bcaa9,0
DoubleDragon,705
Halberstram,9
kilrau | c-lightning,3331
024785827a62d9e5805f,3
cowboypaint,117
knudix-mini,794
papi,246
SpiralisES,417
03b4d5968e0e915f677c,22
02570ce017069fed62d5,6
0204cf76ba1a707cb605,31
03e4fbaa97acd71e3e28,3
02f7ec613c60873ee6b5,1007
034a67ca719d0373ea66,200
030d6ea7aadcbccd9186,5
UFundMeIFundU,15
03d7a0b512ff764296b4,238
mynodebtc.com [Toni],9
Hippo Node,345
SphinxBlitz,0
BitcoinCoreDeveloper,9634
DatLightningNode,949
EvilSpawnofFinancialCrisis,1173
ln.ksfd,1710
036eda9bae45c096118e,3
LightningBout,1281
SuperLOL,3
Fujiyama,15
setmid,10014
020d6c7f7ae5b4abb094,5
nodesOfLE,1352
JJNode,2719
Malta Node,310
4sats.net,16
GoatNode,11
bayes,4759
BitcoinLizard,2056
Essex Street,6
Sixapalooza,155
cryptotree.io,14
03f6f94194e20bec90ec,3
Bitcoinpoint,8
Bluemoon,228
Kenzo,163
Bijli-Ka-Khamba,3
deadbeef,181
Metropolis,8
BitcoinLND,288
03cbbbff826600a463fc,854
FreedomNode,2687
marduk.exchange,1018
svet,745
Ilum,665
02d2e1b94cc1a38c715e,1556
purpleLNwave,3563
logius,0
Bitcoinfan,234
bitnode,22
KalMit-Blitz,1563
027d2456f6d4aaf27873,4
DistantRelative,344
pumpkinpatch,3211
HONEYBADGERDGAF,265
FiftysNode,23
Spot,464
0238adc99e52d5399e4d,26
LOUDMAESTRO,8
laughingcat,15
SatsOnSats,0
RASPIBOLT_KRIS,0
Carbon,1855
domesticblend,1700
020586f70edaed14cfe7,18
activair,159
Claude_D,15
026ac4bf24b4ba3b8323,90
SocialLightningNetwork.com,1096
02ee1cdfa24fc8531292,6
BTS_lightning,8371
lightning.noctilu.de,1010
020f50cad5a640572eb7,7
028663746c1f92196945,0
029460be63142a96d35e,3
frontiblitz,2432
LNNodeFF,20
BTC4freedom,3014
love-of-my-life,1643
mountainBerry,4369
022d39c3b7d65836e7b7,62
Sic_Semper_Tyrannis,227
024564c625fd945dca4c,394
Wajos,5874
02affeb88d46fd887b08,196
modularsynth.fun,1474
03e7657f2d89b809e94e,3
StefanPatrzy,629
0270d5a316b1f3a74d5a,19
taeppsch,706
2d63ac29bebd,0
03d6e0e8648e23a36366,2224
[HUB]ODROID_H2-LINUX-LND,565
SLIMYTOTE,0
STRANGEMONKEY,4528
RasPiBlitz02,64
BarkingSpider,9
yangnamers,652
038c8020737d520e8fcd,5
HostYourNode (HYN),7
03ba5701cf6cdcc92975,701
FiskB[NodeNor],4077
03725eb452ad36a36220,13
KC_165,11
NURDIN NAZAR ^=,736
blockjacc [mynodebtc],697
Waiting4Liq,680
KravMagaLightning,820
RaspiBlitzBru01,55
028c22277946baa6eb09,13
03eabcdb5c8802fd5619,26
MaxDruthers,7095
0352255f530c4b7dca4e,514
02830f20fc610d8060ae,5
WyomingLTD,241
Thunder Struck,175
hub-03.nodl.cloud,6452
pi,0
FOX_DEN,21
JKFLASH,4430
03f06d774d4fd6138f95,11
Chrigelf21,39
TheHub,627
p.zax.cloud,35
yurun.thunder 💡,4700
03e727485e4b61da70b2,0
Hutli,342
ctrl,450
02167ad7ce7090e5a92e,3
02d48958148fba92970c,0
langi,1720
AnemoneLN,1252
Zion_Trinity_1,11747
0326e791fb11676cea85,86
DoUtDes,0
ZeroLogon,3685
02950781c9775df8aac1,51
Pedro,51
03229095d531deabec38,5
03fd3da1c816addc8cd9,12
02c6732ab257ac180af7,18
OCCUPYWALLST,738
LINYBolt,107
PaulsRaspiNode,19
Spacestation,1670
lightning.qwickli.com,2635
Enlightened,5292
MiRBBn,118
03d667ff950b8f972636,3
elysian fields,55
node01.fulmo.org,21161
Thommytomate,211
deltabadger.com,265
beetee,98
03f791a00b8573dd7aae,17
Perogy,7
cubeNode,6
TinoLight,6155
GadgetBoyNode,325
034200a81979cf9468ee,539
-LogansRun-,2897
0289133344be9010f0a2,4
ali/mainnet/turinlabs,21
THNDR GAMES,0
oberonbrokers,2321
Lili_of_the_valley,18
asi0.BTCatalyst,6
Velora,651
036ae68d1fe7a8dcbdb3,718
03599e033df23a00ae0c,234
ln2me.com / LightningTo.Me,29591
03518585cf58bba9b675,0
030590840d5c02d7c42e,14
0236007805088112d776,88
FF-BTC-1,127
02388d08f2be4afd3c7e,734
bitByBitBlockByBlock,3
Fuchsbau,59
node1-sbf,175
027ce2952b775e3cc470,419
SDGnode,18
032e904f214377494c95,20
LEMNISCAP2,571
codeoholic,1689
🧠🌙,2848
aax-lnd2,24
032a9cce9f5497434395,558
NRG,1028
DuckNode,0
lnd.vps2.functor.xyz,500
BTCNYM,10
CryptoCloaks - AllBrrrNoBrakes,3059
02840ab84d90b1a35a09,0
02896feeb3e4146691f8,0
kphex,36
SiamLightning,10
03aa4be43ba7af15327a,96
lightning.mattnibs.io,1077
trampoline-hodlisterco,624
BlueSky,1391
lnau.net,2107
02441a7167038db73467,138
LightWave,10
zero.alpha.belt (cptn-solo),9
Brrrr,15
bitcoinsatayclub ⚡🇲🇾,1480
mtxConnect,26
GoDigUpDom,0
03a230e62cfbf9745d9f,5
BanksAreZeros 🤡⚡️,11
tb2011,0
No_worries,629
0312a268abc3506f0ec0,15
HELLOMERCH.COM,909
02fb9c8f8e66ac6e0224,0
024f89ebca91ece244a7,3
0249203609e29e4bd54d,1677
PEEVEDWALK,3
023bda035f6e2fab57d6,535
CBBHOLLDAV,53
Equalizer,245
Murplechinski's,15
0374574e6d9e4d44d7cd,9
Questalion's Node,5
getdecrypted.com,24
0346d3d60fab0024d013,316
02af388c3847b3dcbefc,4
quantum_kat,703
abhishandy.umbrel,967
Cannoli,0
UltraSoundMoney,12
02e339ec2169ef79273f,36
bleskomat,643
lightning-poker.com,4171
szczepan,1270
02767961d8a11717eabf,3
FGDStrategic.com,5
L0k1,3
038ff8a6f3dae5349850,46
0312c66ebe4cb8c2ab19,29
tasty,0
032d5bc3325007febc13,308
BerkelNode,1134
03c78b0cd399b2cd037f,50
PPP,5591
WhoamI,6775
GunnyBTC nodl [LND],12
020836952c846c49a938,229
02f3a5940c817cad4957,23
02d138b8baaffb082078,0
03340b93567369cf8125,0
kbmfairsharebremen,1237
pode,30
lnd_transistor,778
Berkshire Satsaway,9
HawaiianHost,731
02ae290898af1ef11eec,22
Super-E- [myNode],4516
02634491d356f96916b6,5
Dragonfly,0
UncleJim,121
alpinehodl,63
03b600fe16b7eedaf45b,0
UB_Jimmy,729
030942469ba15bfc2a51,0
burga-boy,3
Berry,47
RPAM,15
02222f4dc42a82cbdb12,542
BankersBadDream,1136
02967658e461369f01d9,5
PotatoWallet,37
03cb221a52ccf12a18d6,15
ODDCHEF,729
02f4ae3dca1aa937cc60,379
One-Node-aBG,20
indomitusBTC⚡️,12378
BitcoinChain,1847
0235c3b574b14a7b0f00,694
random LN node,634
North Star Lightning,0
03bb7206e2e50e7b2aa8,3
03bf2e4e167eb8bee598,39
03ae313b8b960d28c5a1,87
Rocco,196
02e3da6a6a3162945543,8
02cf60741c586aa54ff2,874
12usefourthis,13339
twentyuno,1214
btcpay.cryptohost.org,1415
RedCircle,187
sprookjesbos,257
02add360b297570778c2,214
moneyprintergobrrr,3962
TheBlackNode,504
I_PITTY_THE_FOOL,0
PEEVEDMONKEY,430
0327dcec5e85abf339dc,0
SITnodeFUE,0
024d85528bf8d8cca37f,4
0290bd9b2ac4a7610ef8,79
sugar,5410
BitooskyKaboosky,10
02d359cbe6fff6dbf674,0
AltarToSatoshi,0
